Date,Open,High,Low,Close,Adj Close,Volume
2014/5/8,53.03,53.03,53.03,53.03,53.03,127280
2014/5/9,53.17,53.17,53.17,53.17,53.17,95700
2014/5/12,53.5,53.5,53.5,53.5,53.5,128400
2014/5/13,53.5,53.5,53.5,53.5,53.5,48150
2014/5/14,52.6,52.6,52.6,52.6,52.6,47340
2014/5/15,53.5,53.5,53.5,53.5,53.5,101650
2014/5/16,52.79,52.79,52.79,52.79,52.79,73900
2014/5/19,53.34,53.34,53.34,53.34,53.34,231773
2014/5/20,53.36,53.36,53.36,53.36,53.36,30308
2014/5/21,53.36,53.36,53.36,53.36,53.36,122730
2014/5/22,53.5,53.5,53.5,53.5,53.5,53500
2014/5/23,53.5,53.5,53.5,53.5,53.5,251430
2014/5/26,52.99,52.99,52.99,52.99,52.99,1662980
2014/5/27,52,52,52,52,52,104000
2014/5/28,53.26,53.26,53.26,53.26,53.26,500948
2014/5/29,53.1,53.1,53.1,53.1,53.1,170250
2014/5/30,53,53,53,53,53,166844
2014/6/3,53.47,53.47,53.47,53.47,53.47,147210
2014/6/4,53.8,53.8,53.8,53.8,53.8,10760
2014/6/5,53.3,53.3,53.3,53.3,53.3,87950
2014/6/6,53.32,53.32,53.32,53.32,53.32,865302
2014/6/9,53.45,53.45,53.45,53.45,53.45,1954950
2014/6/10,53.7,53.7,53.7,53.7,53.7,21480
2014/6/11,53.47,53.47,53.47,53.47,53.47,1120250
2014/6/12,53.5,53.5,53.5,53.5,53.5,1347370
2014/6/13,53.33,53.33,53.33,53.33,53.33,1741660
2014/6/16,53.36,53.36,53.36,53.36,53.36,1022130
2014/6/17,53.36,53.36,53.36,53.36,53.36,439612
2014/6/18,53.82,53.82,53.82,53.82,53.82,1667380
2014/6/19,53.46,53.46,53.46,53.46,53.46,1141230
2014/6/20,53.4,53.4,53.4,53.4,53.4,7476
2014/6/23,53.52,53.52,53.52,53.52,53.52,1098730
2014/6/24,53.54,53.54,53.54,53.54,53.54,1657290
2014/6/25,54.72,54.72,54.72,54.72,54.72,2486770
2014/6/26,56.87,56.87,56.87,56.87,56.87,5754370
2014/6/27,66.48,66.48,66.48,66.48,66.48,1237640
2014/6/30,62.45,62.45,62.45,62.45,62.45,313558
2014/7/1,66.15,66.15,66.15,66.15,66.15,2486410
2014/7/2,67.12,67.12,67.12,67.12,67.12,1876440
2014/7/3,66.77,66.77,66.77,66.77,66.77,4417460
2014/7/4,68.18,68.18,68.18,68.18,68.18,1408290
2014/7/7,68.23,68.23,68.23,68.23,68.23,803651
2014/7/8,68.99,68.99,68.99,68.99,68.99,3089700
2014/7/9,69.45,69.45,69.45,69.45,69.45,1825610
2014/7/10,74.07,74.07,74.07,74.07,74.07,3763960
2014/7/11,74.04,74.04,74.04,74.04,74.04,3756600
2014/7/14,76.71,76.71,76.71,76.71,76.71,611042
2014/7/15,76.11,76.11,76.11,76.11,76.11,426970
2014/7/16,77,77,77,77,77,35805
2014/7/21,73,73,73,73,73,21900
2014/7/22,72.5,72.5,72.5,72.5,72.5,14500
2014/7/23,72,72,72,72,72,144000
2014/7/25,74.9,74.9,74.9,74.9,74.9,599200
2014/7/29,60,60,60,60,60,90000
2014/7/30,58,58,58,58,58,116000
2014/8/6,58.1,58.1,58.1,58.1,58.1,23240
2014/8/8,58,58,58,58,58,34800
2014/8/11,57,57,57,57,57,17100
2014/8/13,57,57,57,57,57,11400
2014/8/19,55,55,55,55,55,214665
2014/8/21,48,48,48,48,48,336000
2014/8/26,54.6,54.6,54.6,54.6,54.6,92820
2014/8/29,53,53,53,53,53,26500
2014/9/2,53.5,53.5,53.5,53.5,53.5,24075
2014/9/5,53,53,53,53,53,53000
2014/9/9,53,53,53,53,53,31800
2014/9/11,53.5,53.5,53.5,53.5,53.5,21400
2014/9/12,53.6,53.6,53.6,53.6,53.6,32160
2014/9/15,50,50,50,50,50,5000
2014/9/16,53.4,53.4,53.4,53.4,53.4,32040
2014/9/18,51,51,51,51,51,510000
2014/9/24,52,52,52,52,52,10400
2014/9/26,51,51,51,51,51,510000
2014/9/30,51,51,51,51,51,186150
2014/10/9,52.5,52.5,52.5,52.5,52.5,26250
2014/10/14,44.5,44.5,44.5,44.5,44.5,77324.6
2014/10/15,52,52,52,52,52,52000
2014/10/17,52.1,52.1,52.1,52.1,52.1,78150
2014/10/22,52.5,52.5,52.5,52.5,52.5,31500
2014/10/23,52.5,52.5,52.5,52.5,52.5,2625
2014/10/24,52,52,52,52,52,26000
2014/10/28,52.12,52.12,52.12,52.12,52.12,67760
2014/10/29,50,50,50,50,50,450000
2014/10/30,51,51,51,51,51,51000
2014/11/3,51,51,51,51,51,35700
2014/11/17,52.05,52.05,52.05,52.05,52.05,197800
2014/11/18,53,53,53,53,53,53000
2014/11/20,52,52,52,52,52,192400
2014/11/21,52.3,52.3,52.3,52.3,52.3,26150
2014/11/25,52,52,52,52,52,52000
2014/11/27,52.5,52.5,52.5,52.5,52.5,26250
2014/11/28,52.4,52.4,52.4,52.4,52.4,104800
2014/12/1,52.5,52.5,52.5,52.5,52.5,31500
2014/12/3,52.93,52.93,52.93,52.93,52.93,79400
2014/12/5,53,53,53,53,53,185500
2014/12/8,52.35,52.35,52.35,52.35,52.35,560100
2014/12/9,52.5,52.5,52.5,52.5,52.5,15750
2014/12/10,52.8,52.8,52.8,52.8,52.8,42240
2014/12/11,52.12,52.12,52.12,52.12,52.12,67750
2014/12/12,52.29,52.29,52.29,52.29,52.29,109800
2014/12/15,52.5,52.5,52.5,52.5,52.5,15750
2014/12/16,52.89,52.89,52.89,52.89,52.89,95200
2014/12/17,52.5,52.5,52.5,52.5,52.5,94500
2014/12/18,52.31,52.31,52.31,52.31,52.31,141250
2014/12/19,52.93,52.93,52.93,52.93,52.93,79400
2014/12/22,52.8,52.8,52.8,52.8,52.8,26400
2014/12/23,53,53,53,53,53,95400
2014/12/24,53,53,53,53,53,63600
2014/12/26,53.53,53.53,53.53,53.53,53.53,64240
2014/12/29,53.43,53.43,53.43,53.43,53.43,112200
2014/12/30,53.45,53.45,53.45,53.45,53.45,235200
2014/12/31,54.19,54.19,54.19,54.19,54.19,168000
2015/1/6,54,54,54,54,54,54000
2015/1/7,53.02,53.02,53.02,53.02,53.02,275700
2015/1/8,53.5,53.5,53.5,53.5,53.5,107000
2015/1/9,52.43,52.43,52.43,52.43,52.43,183500
2015/1/12,53.5,53.5,53.5,53.5,53.5,80250
2015/1/13,53,53,53,53,53,53000
2015/1/15,55,55,55,55,55,33000
2015/1/16,53.82,53.82,53.82,53.82,53.82,242200
2015/1/19,54,54,54,54,54,54000
2015/1/20,53.96,53.96,53.96,53.96,53.96,134900
2015/1/21,51,51,51,51,51,255000
2015/1/22,53.15,53.15,53.15,53.15,53.15,345475
2015/1/23,54.56,54.56,54.56,54.56,54.56,87290
2015/1/26,53.59,53.59,53.59,53.59,53.59,58950
2015/1/27,53,53,53,53,53,212000
2015/1/29,53,53,53,53,53,53000
2015/1/30,53,53,53,53,53,26500
2015/2/2,54,54,54,54,54,16200
2015/2/3,54.5,54.5,54.5,54.5,54.5,21800
2015/2/4,53,53,53,53,53,53000
2015/2/5,54,54,54,54,54,43200
2015/2/6,53.92,53.92,53.92,53.92,53.92,70100
2015/2/9,53.07,53.07,53.07,53.07,53.07,111450
2015/2/10,52.04,52.04,52.04,52.04,52.04,379900
2015/2/12,53.1,53.1,53.1,53.1,53.1,212400
2015/2/13,53.13,53.13,53.13,53.13,53.13,1184370
2015/2/16,51,51,51,51,51,51000
2015/2/25,51.55,51.55,51.55,51.55,51.55,105675
2015/3/2,52,52,52,52,52,88400
2015/3/3,51.5,51.5,51.5,51.5,51.5,51500
2015/3/5,52.5,52.5,52.5,52.5,52.5,372750
2015/3/6,54.5,54.5,54.5,54.5,54.5,98100
2015/3/9,54.5,54.5,54.5,54.5,54.5,5450
2015/3/10,51.88,51.88,51.88,51.88,51.88,274950
2015/3/11,51.99,51.99,51.99,51.99,51.99,462700
2015/3/12,51.16,51.16,51.16,51.16,51.16,259892
2015/3/13,50.92,50.92,50.92,50.92,50.92,132400
2015/3/17,52,52,52,52,52,290160
2015/3/18,51.5,51.5,51.5,51.5,51.5,515000
2015/3/19,51.04,51.04,51.04,51.04,51.04,282230
2015/3/20,52,52,52,52,52,133120
2015/3/23,51.52,51.52,51.52,51.52,51.52,216400
2015/3/24,51.12,51.12,51.12,51.12,51.12,801510
2015/3/25,51.09,51.09,51.09,51.09,51.09,168756
2015/3/27,50.26,50.26,50.26,50.26,50.26,452296
2015/3/30,50,50,50,50,50,90000
2015/3/31,50,50,50,50,50,220000
2015/4/1,50.45,50.45,50.45,50.45,50.45,457038
2015/4/2,51,51,51,51,51,306000
2015/4/3,51,51,51,51,51,55182
2015/4/7,51,51,51,51,51,255000
2015/4/8,50.39,50.39,50.39,50.39,50.39,806300
2015/4/9,52,52,52,52,52,52000
2015/4/10,52,52,52,52,52,25480
2015/4/13,51.14,51.14,51.14,51.14,51.14,449101
2015/4/14,50.9,50.9,50.9,50.9,50.9,152700
2015/4/15,50.71,50.71,50.71,50.71,50.71,423435
2015/4/16,50.8,50.8,50.8,50.8,50.8,162560
2015/4/17,51,51,51,51,51,132600
2015/4/20,51,51,51,51,51,510
2015/4/21,51.58,51.58,51.58,51.58,51.58,248449
2015/4/22,50,50,50,50,50,26950
2015/4/23,50.83,50.83,50.83,50.83,50.83,248775
2015/4/24,50.28,50.28,50.28,50.28,50.28,629590
2015/4/27,50.7,50.7,50.7,50.7,50.7,273604
2015/4/28,50.59,50.59,50.59,50.59,50.59,1104800
2015/4/30,50.45,50.45,50.45,50.45,50.45,343141
2015/5/4,50.17,50.17,50.17,50.17,50.17,838059
2015/5/5,50.11,50.11,50.11,50.11,50.11,90200
2015/5/6,50.46,50.46,50.46,50.46,50.46,131442
2015/5/7,49.95,49.95,49.95,49.95,49.95,146746
2015/5/8,50.2,50.2,50.2,50.2,50.2,78312
2015/5/11,50.15,50.15,50.15,50.15,50.15,794132
2015/5/12,47.83,47.83,47.83,47.83,47.83,267840
2015/5/13,48.6,48.6,48.6,48.6,48.6,243000
2015/5/14,47.68,47.68,47.68,47.68,47.68,382174
2015/5/15,48.1,48.1,48.1,48.1,48.1,997931
2015/5/18,48.35,48.35,48.35,48.35,48.35,455772
2015/5/19,45.8,45.8,45.8,45.8,45.8,187780
2015/5/20,47.35,47.35,47.35,47.35,47.35,791386
2015/5/21,46.98,46.98,46.98,46.98,46.98,535209
2015/5/22,47.39,47.39,47.39,47.39,47.39,560624
2015/5/25,46.57,46.57,46.57,46.57,46.57,1011330
2015/5/26,47.76,47.76,47.76,47.76,47.76,1209080
2015/5/27,47.22,47.22,47.22,47.22,47.22,2188940
2015/5/28,46.87,46.87,46.87,46.87,46.87,598749
2015/5/29,46.76,46.76,46.76,46.76,46.76,2632410
2015/6/1,46.79,46.79,46.79,46.79,46.79,2027610
2015/6/2,46.55,46.55,46.55,46.55,46.55,781896
2015/6/3,46.88,46.88,46.88,46.88,46.88,849241
2015/6/4,46.36,46.36,46.36,46.36,46.36,3201660
2015/6/5,46.39,46.39,46.39,46.39,46.39,2293520
2015/6/8,45.87,45.87,45.87,45.87,45.87,1669510
2015/6/9,46.51,46.51,46.51,46.51,46.51,2790980
2015/6/10,44.16,44.16,44.16,44.16,44.16,3196180
2015/6/11,43.39,43.39,43.39,43.39,43.39,2616190
2015/6/12,41.66,41.66,41.66,41.66,41.66,2367630
2015/6/15,41.01,41.01,41.01,41.01,41.01,1793680
2015/6/16,40,40,40,40,40,38040
2015/6/17,45.9,45.9,45.9,45.9,45.9,329105
2015/6/18,41.22,41.22,41.22,41.22,41.22,678134
2015/6/19,40.39,40.39,40.39,40.39,40.39,396840
2015/6/25,38.83,38.83,38.83,38.83,38.83,774473
2015/6/26,40.66,40.66,40.66,40.66,40.66,447250
2015/6/29,40.66,40.66,40.66,40.66,40.66,1151530
2015/7/3,38.9,38.9,38.9,38.9,38.9,44812.8
2015/7/8,35,35,35,35,35,35000
2015/7/16,42,42,42,42,42,966
2015/7/21,42,42,42,42,42,4200
2015/7/23,41.91,41.91,41.91,41.91,41.91,3814
2015/7/31,42,42,42,42,42,2940
2015/8/4,41.73,41.73,41.73,41.73,41.73,4590
2015/8/10,41.88,41.88,41.88,41.88,41.88,3559.5
2015/8/14,41.68,41.68,41.68,41.68,41.68,4585
2015/8/19,50,50,50,50,50,50
2015/8/20,42,42,42,42,42,4620
2015/8/24,50,50,50,50,50,50
2015/8/25,60,60,60,60,60,60
2015/8/27,49.14,49.14,49.14,49.14,49.14,1032
2015/9/9,45.76,45.76,45.76,45.76,45.76,393500
2015/9/10,45,45,45,45,45,4500
2015/9/14,46.5,46.5,46.5,46.5,46.5,395250
2015/9/21,43,43,43,43,43,5160
2015/9/28,39.4,39.4,39.4,39.4,39.4,7940
2015/10/9,41.09,41.09,41.09,41.09,41.09,5958
2015/10/14,43,43,43,43,43,4300
2015/10/22,45.35,45.35,45.35,45.35,45.35,4320
2015/10/30,45,45,45,45,45,4500
2015/11/5,43,43,43,43,43,5160
2015/11/6,41,41,41,41,41,20500
2015/11/9,40,40,40,40,40,20000
2015/11/19,42,42,42,42,42,4200
2015/11/26,41.5,41.5,41.5,41.5,41.5,6225
2015/11/27,33.6,33.6,33.6,33.6,33.6,99120
2015/12/2,40,40,40,40,40,4800
2015/12/7,33.6,33.6,33.6,33.6,33.6,8400
2015/12/8,39,39,39,39,39,5850
2015/12/16,38.83,38.83,38.83,38.83,38.83,69900
2015/12/17,30,30,30,30,30,45000
2015/12/21,35,35,35,35,35,5250
2015/12/22,35.5,35.5,35.5,35.5,35.5,14200
2015/12/24,37.39,37.39,37.39,37.39,37.39,25913
2015/12/28,37,37,37,37,37,199800
2015/12/30,37.8,37.8,37.8,37.8,37.8,109620
2015/12/31,40.52,40.52,40.52,40.52,40.52,7820
2016/1/5,44.7,44.7,44.7,44.7,44.7,263730
2016/1/7,53.6,53.6,53.6,53.6,53.6,53.6
2016/1/14,43.69,43.69,43.69,43.69,43.69,1354.3
2016/1/15,35,35,35,35,35,10500
2016/1/18,37.74,37.74,37.74,37.74,37.74,43400
2016/1/21,40.47,40.47,40.47,40.47,40.47,4654.5
2016/1/25,32.4,32.4,32.4,32.4,32.4,140940
2016/1/26,38.9,38.9,38.9,38.9,38.9,3890
2016/2/1,41.01,41.01,41.01,41.01,41.01,4511
2016/2/5,32.8,32.8,32.8,32.8,32.8,55760
2016/2/15,39,39,39,39,39,3939.4
2016/2/17,46.7,46.7,46.7,46.7,46.7,46.7
2016/2/19,37.4,37.4,37.4,37.4,37.4,187000
2016/2/22,37.4,37.4,37.4,37.4,37.4,187000
2016/2/25,37.4,37.4,37.4,37.4,37.4,37400
2016/2/26,33.65,33.65,33.65,33.65,33.65,269200
2016/2/29,38,38,38,38,38,15200
2016/3/1,33.29,33.29,33.29,33.29,33.29,217692
2016/3/2,32.56,32.56,32.56,32.56,32.56,293000
2016/3/3,39,39,39,39,39,3900
2016/3/4,34.64,34.64,34.64,34.64,34.64,167980
2016/3/8,41.5,41.5,41.5,41.5,41.5,8300
2016/3/9,46,46,46,46,46,9200
2016/3/10,48.2,48.2,48.2,48.2,48.2,12339.2
2016/3/11,51,51,51,51,51,15300
2016/3/16,50.2,50.2,50.2,50.2,50.2,13052
2016/3/17,40.41,40.41,40.41,40.41,40.41,282900
2016/3/18,47,47,47,47,47,14100
2016/3/22,46.47,46.47,46.47,46.47,46.47,139.4
2016/3/23,37.2,37.2,37.2,37.2,37.2,7774.8
2016/3/25,37.75,37.75,37.75,37.75,37.75,54774.1
2016/3/28,36.91,36.91,36.91,36.91,36.91,236624
2016/3/29,39.97,39.97,39.97,39.97,39.97,1196930
2016/3/30,33.99,33.99,33.99,33.99,33.99,40478.8
2016/3/31,33.94,33.94,33.94,33.94,33.94,1029100
2016/4/1,40.7,40.7,40.7,40.7,40.7,4070
2016/4/5,48.7,48.7,48.7,48.7,48.7,4870
2016/4/6,38.99,38.99,38.99,38.99,38.99,58872
2016/4/7,39.96,39.96,39.96,39.96,39.96,640661
2016/4/8,43.13,43.13,43.13,43.13,43.13,77640
2016/4/11,34.5,34.5,34.5,34.5,34.5,55855.5
2016/4/13,38.38,38.38,38.38,38.38,38.38,294828
2016/4/14,36.89,36.89,36.89,36.89,36.89,287241
2016/4/15,38.3,38.3,38.3,38.3,38.3,99580
2016/4/18,33.56,33.56,33.56,33.56,33.56,151267
2016/4/19,36.82,36.82,36.82,36.82,36.82,3231390
2016/4/20,43.9,43.9,43.9,43.9,43.9,5268
2016/4/21,39.94,39.94,39.94,39.94,39.94,133416
2016/4/25,47.5,47.5,47.5,47.5,47.5,4275
2016/4/28,50.86,50.86,50.86,50.86,50.86,356000
2016/4/29,49.7,49.7,49.7,49.7,49.7,94430
2016/5/3,49.2,49.2,49.2,49.2,49.2,19680
2016/5/4,51.02,51.02,51.02,51.02,51.02,529118
2016/5/5,45.09,45.09,45.09,45.09,45.09,461454
2016/5/6,44.57,44.57,44.57,44.57,44.57,835945
2016/5/9,47.32,47.32,47.32,47.32,47.32,572429
2016/5/10,46.37,46.37,46.37,46.37,46.37,206929
2016/5/11,46.15,46.15,46.15,46.15,46.15,3013020
2016/5/12,49.71,49.71,49.71,49.71,49.71,919672
2016/5/13,51.29,51.29,51.29,51.29,51.29,2680800
2016/5/16,50.96,50.96,50.96,50.96,50.96,1306670
2016/5/17,51.98,51.98,51.98,51.98,51.98,1234850
2016/5/18,53.05,53.05,53.05,53.05,53.05,814214
2016/5/19,42.11,42.11,42.11,42.11,42.11,569396
2016/5/20,41.96,41.96,41.96,41.96,41.96,2865610
2016/5/23,47.44,47.44,47.44,47.44,47.44,6039680
2016/5/24,50.39,50.39,50.39,50.39,50.39,920142
2016/5/25,51.99,51.99,51.99,51.99,51.99,3397580
2016/5/26,52.2,52.2,52.2,52.2,52.2,2169200
2016/5/27,52.19,52.19,52.19,52.19,52.19,3865960
2016/5/30,51.16,51.16,51.16,51.16,51.16,2670560
2016/5/31,51,51,51,51,51,2149090
2016/6/1,53.38,53.38,53.38,53.38,53.38,3346130
2016/6/2,50.64,50.64,50.64,50.64,50.64,4259340
2016/6/3,51.42,51.42,51.42,51.42,51.42,3194810
2016/6/6,52.03,52.03,52.03,52.03,52.03,4806460
2016/6/7,50.25,50.25,50.25,50.25,50.25,5742220
2016/6/8,50.94,50.94,50.94,50.94,50.94,5756670
2016/6/12,50.73,50.73,50.73,50.73,50.73,6148780
2016/6/13,51.16,51.16,51.16,51.16,51.16,6148780
2016/6/14,50.83,50.83,50.83,50.83,50.83,6571130
2016/6/15,45.67,45.67,45.67,45.67,45.67,2167200
2016/6/16,48.68,48.68,48.68,48.68,48.68,2242910
2016/6/17,50.21,50.21,50.21,50.21,50.21,2611790
2016/6/18,51.19,51.19,51.19,51.19,51.19,459699
2016/6/19,52.83,52.83,52.83,52.83,52.83,455659
2016/6/20,53.66,53.66,53.66,53.66,53.66,695101
2016/6/21,54.71,54.71,54.71,54.71,54.71,2077080
2016/6/22,53.06,53.06,53.06,53.06,53.06,3784900
2016/6/23,54,54,54,54,54,1170230
2016/6/24,54.77,54.77,54.77,54.77,54.77,1054140
2016/6/27,55.55,55.55,55.55,55.55,55.55,424729
2016/6/28,52.13,52.13,52.13,52.13,52.13,836908
2016/6/29,47.53,47.53,47.53,47.53,47.53,1534470
2016/6/30,39.45,39.45,39.45,39.45,39.45,81932.4
2016/7/1,44.87,44.87,44.87,44.87,44.87,4531.6
2016/7/4,47.35,47.35,47.35,47.35,47.35,3740.9
2016/7/6,49.5,49.5,49.5,49.5,49.5,319362
2016/7/7,52.84,52.84,52.84,52.84,52.84,2694.6
2016/7/11,53,53,53,53,53,5141
2016/7/12,52.46,52.46,52.46,52.46,52.46,123270
2016/7/13,53,53,53,53,53,4346
2016/7/18,53.56,53.56,53.56,53.56,53.56,203520
2016/7/19,42.9,42.9,42.9,42.9,42.9,42.9
2016/7/20,51.43,51.43,51.43,51.43,51.43,111897
2016/7/21,53.93,53.93,53.93,53.93,53.93,10301.1
2016/7/22,53.73,53.73,53.73,53.73,53.73,9187.1
2016/7/25,53.73,53.73,53.73,53.73,53.73,8451.4
2016/7/26,53.94,53.94,53.94,53.94,53.94,89547
2016/7/27,53.73,53.73,53.73,53.73,53.73,8113.1
2016/7/28,53.41,53.41,53.41,53.41,53.41,5928
2016/7/29,53.94,53.94,53.94,53.94,53.94,3937.9
2016/8/1,53.33,53.33,53.33,53.33,53.33,3235.1
2016/8/2,53.06,53.06,53.06,53.06,53.06,10346.8
2016/8/3,53.34,53.34,53.34,53.34,53.34,7360.8
2016/8/4,53.34,53.34,53.34,53.34,53.34,7787.6
2016/8/5,53.8,53.8,53.8,53.8,53.8,2690
2016/8/8,53,53,53,53,53,2756
2016/8/9,53.5,53.5,53.5,53.5,53.5,2568
2016/8/10,53.1,53.1,53.1,53.1,53.1,2655
2016/8/11,52.8,52.8,52.8,52.8,52.8,1425.6
2016/8/12,54.73,54.73,54.73,54.73,54.73,9140.6
2016/8/15,54.98,54.98,54.98,54.98,54.98,130366
2016/8/16,44,44,44,44,44,72600
2016/8/17,47.17,47.17,47.17,47.17,47.17,884083
2016/8/18,53.2,53.2,53.2,53.2,53.2,3404.8
2016/8/19,53,53,53,53,53,2968
2016/8/22,52.6,52.6,52.6,52.6,52.6,2893
2016/8/23,52.9,52.9,52.9,52.9,52.9,3174
2016/8/24,53.78,53.78,53.78,53.78,53.78,888110
2016/8/25,54,54,54,54,54,3240
2016/8/26,52.6,52.6,52.6,52.6,52.6,3050.8
2016/8/29,52,52,52,52,52,78000
2016/8/30,52.6,52.6,52.6,52.6,52.6,3261.2
2016/8/31,52.1,52.1,52.1,52.1,52.1,4376.4
2016/9/1,53.18,53.18,53.18,53.18,53.18,5850
2016/9/2,53,53,53,53,53,3180
2016/9/5,52.2,52.2,52.2,52.2,52.2,2923.2
2016/9/6,55.3,55.3,55.3,55.3,55.3,82950
2016/9/7,53,53,53,53,53,3074
2016/9/12,53.6,53.6,53.6,53.6,53.6,3216
2016/9/19,53.8,53.8,53.8,53.8,53.8,3120.4
2016/9/20,52.95,52.95,52.95,52.95,52.95,3018
2016/9/21,52.4,52.4,52.4,52.4,52.4,3248.8
2016/9/22,53.8,53.8,53.8,53.8,53.8,2690
2016/9/23,50,50,50,50,50,15000
2016/9/27,52.6,52.6,52.6,52.6,52.6,3261.2
2016/9/28,52.1,52.1,52.1,52.1,52.1,3126
2016/9/30,53,53,53,53,53,2968
2016/10/10,52.4,52.4,52.4,52.4,52.4,2934.4
2016/10/11,50.48,50.48,50.48,50.48,50.48,18174
2016/10/13,51.8,51.8,51.8,51.8,51.8,3211.6
2016/10/14,52.6,52.6,52.6,52.6,52.6,2945.6
2016/10/17,53.1,53.1,53.1,53.1,53.1,2867.4
2016/10/18,51.3,51.3,51.3,51.3,51.3,2667.6
2016/10/25,53.2,53.2,53.2,53.2,53.2,5639.2
2016/10/26,52.6,52.6,52.6,52.6,52.6,3050.8
2016/10/27,52.1,52.1,52.1,52.1,52.1,3230.2
2016/10/31,52,52,52,52,52,3224
2016/11/2,50.8,50.8,50.8,50.8,50.8,3149.6
2016/11/3,49.68,49.68,49.68,49.68,49.68,55793.8
2016/11/4,49.68,49.68,49.68,49.68,49.68,3302.4
2016/11/7,51.2,51.2,51.2,51.2,51.2,3379.2
2016/11/9,50.6,50.6,50.6,50.6,50.6,3339.6
