Date,Open,High,Low,Close,Adj Close,Volume,reward
2015/11/24,14.99,14.99,14.99,14.99,14.99,4498.0,1.0
2015/11/26,15.0,15.0,15.0,15.0,15.0,10500.0,0.75
2015/11/27,15.0,15.0,15.0,15.0,15.0,1500.0,0.6666666666666666
2015/11/30,15.0,15.0,15.0,15.0,15.0,1500.0,0.75
2015/12/1,15.3,15.3,15.3,15.3,15.3,1530.0,0.3333333333333333
2015/12/2,15.0,15.0,15.0,15.0,15.0,4500.0,0.8333333333333334
2015/12/11,15.2,15.2,15.2,15.2,15.2,4560.0,0.6666666666666666
2015/12/17,14.0,14.0,14.0,14.0,14.0,14000.0,1.0
2015/12/18,15.1,15.1,15.1,15.1,15.1,15100.0,1.0
2015/12/23,15.45,15.45,15.45,15.45,15.45,42467.6,1.0
2015/12/24,15.76,15.76,15.76,15.76,15.76,16472.6,1.0
2015/12/25,16.2,16.2,16.2,16.2,16.2,6480.0,0.8333333333333334
2015/12/28,16.9,16.9,16.9,16.9,16.9,8450.0,0.8333333333333334
2015/12/29,17.4,17.4,17.4,17.4,17.4,17400.0,0.6666666666666666
2015/12/30,18.85,18.85,18.85,18.85,18.85,30435.0,0.25
2015/12/31,18.85,18.85,18.85,18.85,18.85,41654.6,0.16666666666666666
2016/1/4,15.1,15.1,15.1,15.1,15.1,15100.0,0.8333333333333334
2016/1/7,18.13,18.45,18.45,18.45,18.45,5535.0,0.16666666666666666
2016/1/22,16.8,16.8,16.8,16.8,16.8,168.0,0.16666666666666666
2016/1/25,12.0,12.0,12.0,12.0,12.0,1200000.0,1.0
2016/1/26,16.8,18.0,15.12,16.27,16.27,761748.0,0.5
2016/1/27,16.27,17.5,15.0,16.22,16.22,428065.0,0.5
2016/1/28,16.22,16.22,16.22,15.21,15.21,2700000.0,0.5
2016/1/29,15.01,15.01,15.01,15.01,15.01,488595.0,0.6666666666666666
2016/2/15,15.01,16.5,16.5,16.5,16.5,16500.0,0.16666666666666666
2016/2/24,16.5,18.1,16.0,16.38,16.38,2760400.0,0.16666666666666666
2016/2/25,16.38,14.75,14.75,14.75,14.75,1475.0,0.4166666666666667
2016/2/26,14.75,14.75,14.75,14.75,14.75,1180000.0,0.3333333333333333
2016/2/29,14.75,16.23,13.3,15.96,15.96,4109750.0,0.16666666666666666
2016/3/2,15.96,14.36,14.36,14.36,14.36,21540.0,0.6666666666666666
2016/3/9,14.36,13.3,13.3,13.3,13.3,199.5,0.9166666666666666
2016/3/10,14.36,13.3,13.3,13.3,13.3,199.5,1.0
2016/3/11,13.3,14.51,14.2,14.43,14.43,10247.0,1.0
2016/3/14,14.43,15.2,15.2,15.2,15.2,3040.0,0.8333333333333334
2016/3/15,15.2,15.1,13.97,15.08,15.08,768.97,1.0
2016/3/16,15.08,16.0,13.99,15.98,15.98,9669.95,0.6666666666666666
2016/3/22,15.98,17.26,16.0,16.01,16.01,4685760.0,0.5
2016/3/24,16.1,16.8,14.41,16.2,16.2,3404480.0,0.3333333333333333
2016/3/29,16.2,16.4,14.58,16.4,16.4,4592150.0,0.16666666666666666
2016/3/30,16.4,17.5,14.76,15.81,15.81,205.58,0.16666666666666666
2016/3/31,14.23,14.23,14.23,14.23,14.23,5692.0,0.4166666666666667
2016/4/1,14.23,14.5,12.81,14.31,14.31,17487.8,0.16666666666666666
2016/4/6,14.31,12.99,12.99,12.99,12.99,13769.4,0.8333333333333334
2016/4/7,12.99,14.29,12.49,13.55,13.55,1151.7,0.5
2016/4/8,13.55,14.5,12.2,14.23,14.23,4910.5,0.5
2016/4/11,14.23,15.58,12.81,13.48,13.48,78097.1,0.8333333333333334
2016/4/12,13.48,12.5,12.13,12.26,12.26,96275.0,1.0
2016/4/13,12.26,13.49,13.49,13.49,13.49,9469.98,0.8333333333333334
2016/4/14,13.49,14.75,14.75,14.75,14.75,14750.0,0.3333333333333333
2016/4/15,14.75,16.2,16.2,16.2,16.2,6480.0,0.16666666666666666
2016/4/18,16.2,14.58,14.58,14.58,14.58,2916.0,0.16666666666666666
2016/4/19,14.58,15.9,13.12,13.92,13.92,7223.5,0.16666666666666666
2016/4/20,13.92,15.0,12.53,13.1,13.1,4009.55,0.16666666666666666
2016/4/21,13.1,14.34,11.79,11.88,11.88,372592.0,0.5
2016/4/22,11.88,12.98,10.69,11.57,11.57,15064.6,0.8333333333333334
2016/4/25,11.57,12.73,10.41,12.28,12.28,16552.2,0.3333333333333333
2016/4/26,12.28,13.45,11.05,12.09,12.09,192022.0,0.5
2016/4/27,12.09,13.3,10.88,11.67,11.67,99303.9,0.8333333333333334
2016/4/28,11.67,11.19,11.0,11.0,11.0,100174.0,1.0
2016/4/29,11.0,11.99,11.79,11.89,11.89,241118.0,1.0
2016/5/3,11.89,13.05,10.7,12.96,12.96,469473.0,1.0
