Date,Open,High,Low,Close,Adj Close,Volume
2014-11-12,35.8,35.8,35.8,35.8,35.8,393800
2014-11-13,35.7,35.8,35.7,35.8,35.72,89300
2014-11-14,35.5,35.5,35.5,35.1,35.14,123000
2014-11-18,32.8,32.8,32.8,32.8,32.8,16400
2014-11-19,35.8,35.8,35.8,35.8,35.8,393800
2014-11-20,30,30,30,30,30,300
2014-11-21,31,32,31,30.8,30.8,92500
2014-11-24,32,32,32,32,32,15680
2014-11-25,33.1,33.4,33.1,33.2,33.2,166150
2014-11-26,33.4,36,33.4,34.2,34.2,398720
2014-11-27,35.6,35.6,35.6,35.6,35.6,368806
2014-11-28,36.1,36.4,36.1,35.4,35.79,380426
2014-12-01,36.2,36.9,36.2,36.2,36.44,371710
2014-12-02,36.19,36.19,36.19,35.8,35.78,397924
2014-12-03,36.1,36.1,36.1,35.9,35.9,437979
2014-12-04,35.9,35.9,35.9,35.7,35.8,372330
2014-12-05,35.7,35.7,35.7,35.3,35.58,384290
2014-12-08,35.5,35.5,35.5,35.4,35.05,485915
2014-12-09,35.4,35.4,35.4,35.2,35.28,391590
2014-12-10,35.2,35.2,35.2,34.8,34.8,484976
2014-12-11,34.1,34.8,34.1,34.6,34.48,844970
2014-12-12,34.2,34.5,34.2,34.3,34.22,438010
2014-12-15,34.3,34.3,34.3,34.3,34.3,539996
2014-12-16,34.3,34.3,34.3,34.3,34.27,731705
2014-12-17,34.6,34.6,34.6,34.4,34.48,444810
2014-12-18,34.3,34.4,34.3,33.9,33.63,718507
2014-12-19,33.9,33.9,33.9,33.8,33.83,390088
2014-12-22,33.8,33.8,33.8,33.3,33.3,381620
2014-12-23,34,34,34,32.9,33.06,442058
2014-12-24,34.2,34.2,34.2,32.5,32.72,655907
2014-12-25,32.2,32.2,32.2,32.2,32.2,530113
2014-12-26,32.1,32.1,32.1,32.1,32.1,363980
2014-12-29,32.5,33.1,32.5,32.65,32.65,130600
2015-01-05,26.6,26.6,26.6,26.6,26.6,248790
2015-01-06,27.9,27.9,27.9,27.9,27.9,372004
2015-01-07,26.7,26.7,26.7,26.7,26.7,310635
2015-01-08,26.7,33.6,26.7,28.2,28.88,347965
2015-01-09,29.8,29.8,29.8,29.8,29.8,190725
2015-01-12,29.8,30.5,29.8,34.4,29.84,263450
2015-01-13,26.3,26.3,26.3,26.3,26.3,34250
2015-01-14,23,23,23,23,23,11500
2015-01-15,21,21,21,21,21,31500
2015-01-16,27.3,27.3,27.3,27.3,27.3,207510
2015-01-19,27.3,30.1,27.3,29.9,27.88,164858
2015-01-20,30.1,35,30.1,31.8,30.88,166306
2015-01-21,35.11,35.11,35.11,35.11,35.11,287045
2015-01-22,35.11,35.3,35.11,35.3,34.99,394568
2015-01-23,35.11,34.7,35.11,32.7,33.75,375656
2015-01-26,32.7,33.5,32.7,33.1,32.62,438443
2015-01-27,33,33,33,33,33,382290
2015-01-28,32.3,32.3,32.3,32.3,32.3,391796
2015-01-29,30.74,35,30.74,30,33.26,451031
2015-01-30,33.26,35,33.26,31.9,31.9,370146
2015-02-02,31.9,35.7,31.9,35.1,34.09,159191
2015-02-03,35.5,35.7,35.5,35.1,34.09,159191
2015-02-04,35,35,35,35,35,217000
2015-02-05,34,34,34,34,34,483038
2015-02-06,34,34,34,33.8,33.6,591076
2015-02-09,33.9,33.9,33.9,32.9,33.8,437580
2015-02-10,31.2,32.7,31.2,32.6,32.7,98162
2015-02-11,33.9,33.9,33.9,33.7,33.83,192871
2015-02-12,33.8,33.8,33.8,33.7,33.71,276595
2015-02-13,33.8,33.8,33.8,33.7,33.71,276595
2015-02-16,32.5,32.5,32.5,32.1,32.27,433763
2015-02-17,33,33,33,32.1,32.1,332317
2015-02-25,33.5,33.6,33.5,33,33,420261
2015-02-26,33.3,33.5,33.3,32,32,400931
2015-02-27,32.4,32.4,32.4,32.2,32.2,507599
2015-03-02,31,32,31,31.8,31.95,461568
2015-03-03,31,31.8,31,31,31.45,75078
2015-03-04,32.4,32.4,32.4,31,31.16,395419
2015-03-05,32.4,32.4,32.4,31.1,31.92,389107
2015-03-06,32.4,32.4,32.4,29.6,30.82,143392
2015-03-09,32.5,32.5,32.5,30.2,30.61,356896
2015-03-10,30.9,31,30.9,30.2,30.67,580627
2015-03-11,30.2,30.2,30.2,29.5,30.2,75588.5
2015-03-12,30.1,30.1,30.1,30,30.02,211965
2015-03-13,28.5,28.5,28.5,28.5,28.5,285
2015-03-16,28.5,28.5,28.5,28.5,28.5,210900
2015-03-17,28.5,28.5,28.5,25.4,26.52,525538
2015-03-18,25.4,25.4,25.4,25.4,25.4,287706
2015-03-19,25.9,25.9,25.9,25.4,25.9,204636
2015-03-20,25.9,25.9,25.9,25.5,25.65,249304
2015-03-23,25.5,25.9,25.5,25.2,24.8,416118
2015-03-24,25.3,25.4,25.3,25.15,25.2,201590
2015-03-25,25.1,25.1,25.1,25.1,25.1,150600
2015-03-26,25.1,25.1,25.1,25.1,25.1,150600
2015-03-27,26,26.1,26,26.1,26.04,255879
2015-03-30,26.5,27.4,26.5,27.3,26.39,442290
2015-03-31,27.5,28,27.5,28,27.75,377826
2015-04-01,28.2,29,28.2,29,28.61,353900
2015-04-02,29.1,29.5,29.1,29,29.08,371888
2015-04-03,29,29,29,29,29,130500
2015-04-07,29,29,29,29,29,58000
2015-04-08,28,29.6,28,28,28.7,439176
2015-04-09,28,28,28,28,28,352576
2015-04-10,29,29.5,29,27.5,29.02,368655
2015-04-13,28.9,28.9,28.9,26.9,26.9,609480
2015-04-14,28,28,28,27,27,257000
2015-04-15,27.9,27.9,27.9,27,27,290637
2015-04-16,27.2,27.3,27.2,27,27,382073
2015-04-17,27,27,27,27,27,344304
2015-04-20,29,29,29,26.3,26.91,606067
2015-04-21,30,30,30,25,27.62,450025
2015-04-22,26.9,27,26.9,27,26.99,363571
2015-04-23,27,27,27,27,27,135000
2015-04-24,27,27,27,27,27,323082
2015-04-27,27,27,27,27,27,363582
2015-04-28,27.2,27.2,27.2,24.5,24.75,451407
2015-04-29,26.8,26.8,26.8,23.56,26.7,139240
2015-04-30,26.6,26.6,26.6,26.6,26.6,383740
2015-05-04,28.9,28.9,28.9,28.9,28.9,173400
2015-05-06,28.9,28.9,28.9,28.9,28.9,173400
2015-05-07,25,26.8,25,26.4,25.44,1103370
2015-05-08,23.94,23.94,23.94,23.94,23.94,895360
2015-05-11,24.8,24.8,24.8,24.1,24.09,757328
2015-05-12,24.4,24.4,24.4,23.8,23.65,407977
2015-05-13,23.8,23.8,23.8,23.8,23.8,261800
2015-05-14,22.8,23.3,22.8,22.5,22.53,732100
2015-05-15,24,24,24,24,24,204000
2015-05-18,23,24.9,23,24.9,24.76,334399
2015-05-19,24.5,24.5,24.5,23.9,23.95,374127
2015-05-20,24.9,24.9,24.9,23.5,23.78,370295
2015-05-21,23.5,23.5,23.5,23.5,23.5,141000
2015-05-22,23.5,23.5,23.5,23.5,23.5,412284
2015-05-25,23.5,23.5,23.5,23.5,23.5,332196
2015-05-26,23.5,23.5,23.5,23.5,23.5,82250
2015-05-27,23.5,23.5,23.5,23.5,23.5,297087
2015-05-28,23.5,23.5,23.5,23.5,23.5,141000
2015-05-29,23.5,23.5,23.5,23.5,23.5,307168
2015-06-01,18,19.8,18,18.1,18.13,687120
2015-06-02,19.6,19.6,19.6,19.6,19.6,38690.4
2015-06-04,23.3,23.3,23.3,23.3,23.3,233
2015-06-05,22,22,22,21.6,21.6,35755
2015-06-09,21.5,21.5,21.5,19,20.9,1787350
2015-06-10,17.9,17.9,17.9,17.9,17.9,38449.2
2015-06-11,12.5,12.5,12.5,12.5,12.5,2262890
2015-06-12,12.5,16.3,12.5,12.5,12.5,62597.8
2015-06-15,19.9,20,19.9,20,19.99,1319
2015-06-16,21.8,21.8,21.8,19.9,19.99,2033.6
2015-06-17,21.8,21.8,21.8,21.8,21.8,27250
2015-06-18,23.8,23.8,23.8,19.6,21.66,80082.8
2015-06-19,23,23,23,19.9,20.31,246139
2015-06-23,18,18,18,18,18,8874
2015-06-24,18,18,18,16.2,16.2,32936
2015-06-25,17.8,17.8,17.8,17.8,14.6,1308090
2015-06-26,17.26,17.26,17.26,17.26,17.26,194344
2015-06-29,15.5,15.5,15.5,15.5,15.5,75376.5
2015-07-01,16,16,16,16,16,16
2015-07-09,14.4,14.4,14.4,14.4,14.4,113861
2015-07-15,13,13,13,13,13,1300
2015-07-29,10.5,10.5,10.5,10.5,10.5,1050
2015-07-31,9.5,9.5,9.5,9.5,9.5,950
2015-08-03,10,10,10,10,10,50
2015-08-04,10.5,10.5,10.5,10.5,10.5,84055
2015-08-05,10.5,10.5,10.5,10.5,10.5,94369
2015-08-06,12.7,12.7,12.7,12.7,12.7,63.5
2015-08-07,13.6,13.6,13.6,13.6,13.6,136
2015-08-10,14.9,14.9,14.9,14.9,14.9,74.5
2015-08-21,13.4,13.4,13.4,13.4,13.4,26.8
2015-09-14,12.1,12.1,12.1,12.1,12.1,12100
2015-09-24,12.36,12.36,12.36,12.36,12.36,501458
2015-10-20,12.5,12.5,12.5,12.5,12.5,25000
2015-10-21,14.9,12.5,14.9,12.5,12.5,48712.5
2015-11-27,30.3,30.3,30.3,30.3,30.3,151500
2015-11-30,18.3,18.3,18.3,18.3,18.3,91500
2015-12-01,16.5,16.5,16.5,16.5,16.5,82500
2015-12-02,14.6,14.6,14.6,14.6,14.6,81950
2015-12-03,13.4,13.4,13.4,13.4,13.4,67000
2015-12-04,12.1,12.1,12.1,12.1,12.1,60500
2015-12-07,10.9,10.9,10.9,10.9,10.9,15260
2015-12-08,12,12,12,12,12,144
2015-12-09,10.82,10.82,10.82,10.82,10.82,64900
2015-12-10,11.8,11.8,11.8,11.8,11.8,11800
2015-12-16,10.6,10.6,10.6,10.6,10.6,21249.6
2015-12-17,10.6,10.6,10.6,10.6,10.6,50164.6
2015-12-18,10,10,10,10,10,20000
2015-12-21,10.5,10.5,10.5,10.5,10.5,10.5
2015-12-22,10.7,10.7,10.7,10.7,10.7,21.4
2015-12-23,10.9,10.9,10.9,10.9,10.9,10.9
2015-12-25,10,10,10,10,10,39085
2015-12-29,11.8,11.8,11.8,11.8,11.8,11.8
2016-01-04,10.6,10.6,10.6,10.6,10.6,21624
2016-01-05,10.9,10.9,10.9,10.9,10.9,32600
2016-01-06,10.5,10.5,10.5,10.5,10.5,10500
2016-01-12,11.3,11.3,11.3,11.3,11.3,11.3
2016-01-15,10.2,10.2,10.2,10.2,10.2,11495.4
2016-01-22,9.3,9.3,9.3,9.3,9.3,13950
2016-01-25,9,9,9,9,9,45000
2016-01-26,9.2,9.2,9.2,9.2,9.2,9200
2016-01-27,9.2,9.2,9.2,9.2,9.2,18758.8
2016-02-02,10,10,10,10,10,42010
2016-02-03,11,11,11,11,11,46200
2016-02-05,11,11,11,11,11,781
2016-02-24,9.9,9.9,9.9,9.9,9.9,9.9
2016-02-25,9.69,9.69,9.69,9.69,9.69,206370
2016-02-29,9.8,9.8,9.8,9.8,9.8,450.8
2016-03-02,9,9,8.9,9.1,9.04,98990.6
2016-03-07,8.8,9,8.5,8.5,8.53,50359
2016-03-08,8.6,8.6,8.5,8.5,8.5,51860
2016-03-09,8.5,8.5,8.5,8.5,8.5,4258
2016-03-11,8.3,8.4,7.7,8.3,8.29,33970
2016-03-17,9.1,9.1,9.1,9.1,9.1,910
2016-03-18,9.8,9.8,9.8,9.8,9.8,9.8
2016-03-28,8.8,8.8,8.8,8.8,8.8,176
2016-03-29,7.9,7.9,7.9,7.9,7.9,790
2016-03-30,7.1,7.1,7.1,7.1,7.1,22126.2
2016-03-31,6.7,6.7,6.7,6.7,6.7,134000
2016-04-01,6,6,6,6,6,60000
2016-04-05,5.4,5.4,5.4,5.4,5.4,139390
2016-04-06,5.1,5.1,5.1,5.1,5.1,15400
2016-04-07,4.97,4.97,4.97,4.97,4.97,14910.1
2016-04-08,5,5,5,5,5,92935.1
2016-04-11,5.1,5.5,4.9,5,5.15,118500
2016-04-12,4.8,4.9,4.7,4.7,4.71,90539
2016-04-13,4.2,4.6,4.2,4.2,4.2,240962
2016-04-14,4.5,4.5,4.5,4.5,4.5,9000
2016-04-18,4.3,4.5,4.1,4.3,4.29,4652.8
2016-04-19,4.5,4.7,4.3,4.3,4.54,9639.9
2016-04-20,4.3,4.7,4.3,4.7,4.7,474.3
2016-04-21,4.3,5.1,4.2,4.2,4.41,26923
2016-04-22,4.5,4.6,4.5,4.6,4.54,68742
2016-04-26,5,5,5,5,5,5
2016-04-27,5.4,5.4,5.4,5.4,5.4,5.4
2016-04-28,5.4,5.9,5.4,5.4,5.4,5405.9
2016-04-29,5.2,5.7,4.9,4.9,4.94,56369.2
2016-05-03,4.8,4.9,4.4,4.4,4.5,75735.6
2016-05-04,4.6,4.7,4.4,4.5,4.62,877
2016-05-06,5,5,5,5,5,1520
2016-05-09,4.75,4.75,4.75,4.75,4.75,2592380
2016-05-10,5.1,5.1,4.7,4.8,4.75,36609.8
2016-05-11,5,5,4.3,4.3,4.33,91012.9
2016-05-12,4.5,5,4.2,4.3,4.3,1720
2016-05-13,4.7,4.7,4,4.3,4.33,1300
2016-05-16,4.1,4.7,4.1,4.6,4.21,6144.1
2016-05-17,4.8,4.8,4.2,4.8,4.46,32760.4
2016-05-18,4.3,4.8,4.3,4.5,4.32,25242
2016-05-19,4.1,5,4.1,5,4.21,187586
2016-05-23,4.7,5,4.7,5,4.71,12478.7
2016-05-24,4.9,5.2,4.6,5.2,4.71,56384.8
2016-05-25,4.7,4.9,4.7,4.7,4.74,183914
2016-05-26,5,5,5,5,5,3970
2016-05-27,5,5,5,5,5,5000
2016-05-30,5,5.3,5,5.2,5.17,58447
2016-05-31,5.4,5.5,5.4,5.5,5.5,110996
2016-06-01,5.5,5.5,5.2,5.3,5.37,343863
2016-06-02,5,5.8,5,5.8,5.07,57575
2016-06-03,5.2,5.3,5.2,5.3,5.27,185560
2016-06-06,5.5,5.5,5.3,5.4,5.33,63900
2016-06-07,5.5,5.5,5.3,5.5,5.11,677053
2016-06-08,5.4,6.1,5.4,5.6,5.58,235315
2016-06-13,5.5,6.2,5.5,5.7,5.56,1308800
2016-06-14,5.8,6.3,5.8,6.1,5.87,1090020
2016-06-15,6.5,6.6,6.2,6.6,6.51,400188
2016-06-16,6.6,7.3,6.6,7.3,6.85,692720
2016-06-17,7.3,8,6.6,7.3,6.96,1113560
2016-06-20,7.3,7.6,7.3,7.5,7.14,1198950
2016-06-21,7.5,7.6,7.3,7.5,7.6,320212
2016-06-22,8,8.4,7.6,8.4,7.77,566714
2016-06-23,8.5,9.2,8.5,9.2,8.85,264618
2016-06-24,9.3,10.1,9.3,9.3,9.52,3616670
2016-06-27,9.3,9.3,8.9,9.2,9.08,1416060
2016-06-28,8.7,9,8.3,8.9,8.65,2820540
2016-06-29,9,9.8,8.6,9.8,8.79,460486
2016-11-18,10.7,10.78,10.7,16.97,10.72,75060
2016-11-21,11.8,11.8,11.8,11.8,11.8,289206
2016-11-22,12.9,12.98,12.9,12.94,12.94,2588
2016-11-23,14.23,14.23,14.23,14.23,14.23,1423
2016-11-25,15.56,15.56,15.56,15.56,15.56,7825
2016-11-28,17.22,17.22,17.22,17.22,17.22,76939
2016-11-29,18.9,18.94,15.5,18.94,17.05,837944
2016-11-30,20.8,20.8,19.2,20.6,20.6,64692.8
2016-12-01,19,21.5,19,19.91,19.02,1516060
2016-12-02,20,20,20,20,20,1020
2016-12-05,22,22,19.31,19.98,19.41,1441020
2016-12-06,19.8,21.98,19.8,20.66,21.87,23882.7
2016-12-07,19.8,21.5,19.8,20.01,19.41,1441020
2016-12-08,19.6,21.6,19.6,20.5,20.05,631180
2016-12-09,20.01,20.02,20.01,20.12,20.14,2035710
2016-12-12,19.6,21.4,19.6,20.57,20.56,389554
2016-12-13,20.05,21,20.05,20.52,20.52,425750
2016-12-14,20.52,20.52,20.52,20.52,20.52,20.52
2016-12-16,20.8,22.57,20.8,21.2,21.37,645909
2016-12-19,21.5,23.3,21.5,21.5,21.9,197.1
2016-12-20,19.8,21.59,19.8,21.6,21.6,84022.2
2016-12-21,20,22,20,21.93,21.95,46227.5
2016-12-22,24,24.12,24,24.09,24.02,309911
2016-12-23,26.5,26.5,26.31,26.32,26.38,81770
2016-12-26,23.8,27,23.8,26.9,26.46,185.2
2016-12-27,27.2,27.2,26.5,26.86,26.86,4163.2
2016-12-28,27.15,27.15,26.5,26.93,26.55,17046
2016-12-29,26.6,27.9,26.6,26.61,26.61,460842
2016-12-30,27.1,27.21,27.1,27.21,27.21,470720
2017-01-03,27.1,27.21,27.1,27.21,28.7,82937
2017-01-04,31,31.05,31,31.05,31.05,158970
2017-01-05,34,34.16,33,34.16,34.15,871429
2017-01-06,34,34.9,33.6,33.86,34.41,891295
2017-01-09,31.12,33,31,32.94,32.64,1602860
2017-01-10,32.9,32.9,32.6,32.66,32.66,163300
2017-01-11,30.5,33,30.5,32.91,31.26,1213080
2017-01-12,32,33.93,32,33.37,33.37,4931880
2017-01-13,33.41,34,33.41,33.56,33.53,777855
2017-01-16,33.6,34,33.6,33.78,33.73,524480
2017-01-17,34.1,34.1,34,34,34,47974.1
2017-01-18,34,34.2,34,34.1,34.1,272800
2017-01-19,34.5,34.5,34.15,34.15,34.15,34184.5
2017-01-20,34,34.88,34,34.58,34.57,1609780
2017-01-23,35,35,35,35.31,35.25,352500
2017-01-24,32.6,35.5,32.6,33.71,33.71,599650
2017-01-25,33,37,33,36.8,34.9,699808
2017-02-06,36.8,36.8,36.8,36.8,36.8,110400
2017-02-07,37.8,38,37.7,37.7,37.91,341388
2017-02-08,37.8,37.8,37.8,37.8,37.8,75600
2017-02-10,35.7,35.7,35.7,35.7,35.7,71400
2017-02-13,38,39.27,38,38.83,38.83,1970410
2017-02-14,37,39.5,37,39.5,37.86,115631
2017-02-15,39.27,39.27,38.8,39,39,250670
2017-02-16,39.4,39.4,38,38.27,38.5,315528
2017-02-17,36,38.3,36,38.13,38.08,767381
2017-02-20,37.6,39.5,37.55,38.83,38.88,177038
2017-02-21,39,39,37.5,38.5,38.09,149453
2017-02-22,37.3,38,37.2,37.28,37.28,81238.8
2017-02-23,40.5,40.5,36.8,37.44,37.45,430513
2017-02-24,40.5,40.5,36.8,37.44,39.05,120262
2017-02-27,39,39,37.5,38,38,38116
2017-02-28,37,38.8,37,38.38,38.28,73269.6
2017-03-01,38.3,38.4,38.3,38.35,38.35,38350
2017-03-02,38.4,38.5,37,38.46,38.46,4692.5
2017-03-03,38.88,38.88,36.88,38.32,37.05,244493
2017-03-06,40,40,36.8,38.87,37.64,101143
2017-03-07,36.8,42,36.8,38.5,38.51,38967.9
2017-03-08,40,40,37,38.35,38.35,19406.2
2017-03-09,37,39.8,37,38.06,37.94,135059
2017-03-10,40,40,37.2,38.54,38.3,56073.6
2017-03-13,37,39.39,37,38.35,38.13,178688
2017-03-14,37,39.8,37,38.65,38.58,355263
2017-03-15,37,38.7,37,38.67,38.67,154775
2017-03-16,36.85,38.6,36.85,38.16,37.21,1151450
2017-03-17,37.8,39,37.8,38.44,37.99,551295
2017-03-20,38.69,38.69,38.5,38.65,38.65,53416.3
2017-03-21,38.5,38.5,37.1,38.15,38.15,15299.2
2017-03-22,37,38.5,37,38.35,38.16,387381
2017-03-23,37,37,37,37,37,3663
2017-03-24,38,38.5,38,38.06,38.06,16555
2017-03-27,38.7,38.7,38.65,38.65,38.68,105708
2017-03-28,38.87,38.87,38.01,38.63,38.68,39917.7
2017-03-29,38.7,39.01,38.7,38.91,38.84,607755
2017-03-30,38.5,39,38.5,38.64,38.64,70553.6
2017-03-31,38.7,39.4,38.7,39,39.07,1188270
2017-04-05,38.7,38.7,38.7,38.7,38.7,24110.1
2017-04-06,39.38,39.38,38,39.35,39.35,4053.38
2017-04-07,38.5,39.38,38,39.09,38.45,544133
2017-04-10,39.4,39.4,38,39,38.86,17760
2017-04-11,37.5,41,37.5,38.56,37.52,573426
2017-04-12,39.6,39.6,38.3,38.6,38.61,221712
